participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 885.9203, 0.15608, 0, 0.9049, 1.1758, 0, 0, -0.090657, 0.03462, 0
1, Thresh, 888.8048, 2.996, 0, 0, 4.2541, 1.0386, 0.028585, -0.085026, 0.059273, 0
1, Hybrid, 892.1706, 3.6791, 0, 0.17642, 4.9997, 1.0338, 0.027894, -0.066171, 0.030222, 0
2, Cont, 2210.1664, 1.1742, 0, 0.29776, 1.9424, 0, 0, 0.070221, 0.19121, 0
2, Thresh, 1976.0183, 3.081, 0, 0, 4.1211, 1.9718, 0.64698, -0.133, 2.864e-05, 0
2, Hybrid, 1963.8461, 3.6576, 0, 0.70966, 4.9935, 1.9228, 0.68887, -0.16756, 0.064305, 0
3, Cont, 1875.2813, 0.86321, 0, 0.069519, 1.2479, 0, 0, -0.022964, 0.08398, 0
3, Thresh, 1743.8574, 2.8278, 0, 0, 2.1363, 1.2554, 0.52146, -0.056591, 0.030275, 0
3, Hybrid, 1749.7899, 2.8599, 0, 0.22412, 2.1225, 1.2347, 0.52052, -0.043541, 9.9301e-05, 0
4, Cont, 3721.9992, 1.5901, 0, 1.1207, 1.5568, 0, 0, 0.094438, 0.21189, 0
4, Thresh, 3157.5742, 5.6001, 0, 0, 4.1196, 1.4824, 0.49157, -0.043842, 0.10297, 0
4, Hybrid, 3152.6627, 5.9983, 0, 0.13259, 4.0393, 1.4202, 0.48563, -0.028722, 0.18531, 0
5, Cont, 2196.3559, 1.1524, 0, 0.60604, 1.7317, 0, 0, 0.0082564, 0.096304, 0
5, Thresh, 1985.6977, 2.8898, 0, 0, 2.9946, 1.6608, 0.60598, -0.097416, 0.00075009, 0
5, Hybrid, 1991.7639, 2.9599, 0, 0.20082, 3.0811, 1.6726, 0.60718, -0.11521, 0.040885, 0
6, Cont, 1564.4448, 0.79546, 0, 2.0367, 1.303, 0, 0, 0.17721, 0.11574, 0
6, Thresh, 1520.6182, 4.9127, 0, 0, 1.6635, 0.91228, 0.23937, 0.16128, 0.23532, 0
6, Hybrid, 1528.182, 3.7719, 0, 0.10883, 1.4273, 0.92166, 0.25544, 0.16844, 0.19485, 0
7, Cont, 1438.473, 1.67, 0, 0.66944, 1.3721, 0, 0, -0.062653, 0.042436, 0
7, Thresh, 1263.0853, 3.9072, 0, 0, 1.9428, 1.2238, 0.65743, -0.14213, 0.22908, 0
7, Hybrid, 1277.9776, 3.7615, 0, 0.14475, 2.0684, 1.2571, 0.65963, -0.14245, 0.15263, 0
8, Cont, 1241.204, 2.0808, 0, 0.014353, 2.0284, 0, 0, -0.048649, 0.1164, 0
8, Thresh, 626.6417, 4.8583, 0, 0, 4.8705, 1.6886, 0.81588, -0.19898, 6.0386e-07, 0
8, Hybrid, 612.6142, 4.5563, 0, 0.014648, 4.9997, 1.7444, 0.84802, -0.30042, 0.035689, 0
9, Cont, 2060.3449, 0.12498, 0, 0.27874, 1.0262, 0, 0, -0.069386, 0.036257, 0
9, Thresh, 2060.8969, 1.5714, 0, 0, 1.6881, 0.98591, 0.083976, -0.056381, 0.0040422, 0
9, Hybrid, 2068.7778, 3.3369, 0, 0.075917, 4.9916, 0.99965, 0.017549, -0.056814, 0.00054899, 0
10, Cont, 1975.9686, 1.4529, 0, 0.21555, 3.6367, 0, 0, -0.34984, 0.081517, 0
10, Thresh, 1905.1588, 1.7485, 0, 0, 3.8289, 2.0842, 0.92623, -0.1376, 5.2026e-06, 0
10, Hybrid, 1880.4462, 1.6956, 0, 0.0074017, 3.7709, 2.4012, 0.9152, -0.1902, 0.033862, 0
11, Cont, 1786.8214, 1.0842, 0, 1.1259, 1.2792, 0, 0, -0.080261, 0.076247, 0
11, Thresh, 1639.2226, 4.2356, 0, 0, 2.3222, 1.0137, 0.35272, -0.099235, 0.14402, 0
11, Hybrid, 1645.7498, 4.4152, 0, 0.060568, 2.4168, 1.0153, 0.3516, -0.093009, 0.13022, 0
12, Cont, 1475.9276, 1.6847, 0, 0.22793, 1.2307, 0, 0, 0.14473, 0.34158, 0
12, Thresh, 1021.057, 4.901, 0, 0, 4.1364, 1.3985, 0.68914, -0.045207, 0.042923, 0
12, Hybrid, 1022.0522, 5.0529, 0, 0.12012, 3.8817, 1.3163, 0.68525, -0.030832, 0.16098, 0
13, Cont, 1551.4431, 0.019926, 0, 2.0395, 1.1421, 0, 0, -0.10267, 0.052928, 0
13, Thresh, 1557.509, 2.8302, 0, 0, 4.8241, 0.86029, 0.014967, -0.06826, 7.715e-07, 0
13, Hybrid, 1567.062, 2.2099, 0, 0.0013578, 4.6425, 0.86877, 0.012004, -0.06828, 0.0088364, 0
15, Cont, 1891.3263, 0.17216, 0, 1.3412, 1.2186, 0, 0, -0.055669, 0.043008, 0
15, Thresh, 1876.8403, 1.5167, 0, 0, 1.3057, 0.89007, 0.11511, -0.07926, 0.29648, 0
15, Hybrid, 1899.9509, 4.2977, 0, 0.11795, 2.2273, 0.98249, 0.06874, -0.070847, 0.1504, 0
16, Cont, 1965.8558, 1.0002, 0, 0.0054328, 1.4991, 0, 0, 0.10904, 0.039692, 0
16, Thresh, 1824.1513, 2.5547, 0, 0, 2.7191, 1.5034, 0.61875, -0.026698, 0.0035685, 0
16, Hybrid, 1823.5063, 2.9333, 0, 0.59792, 2.9847, 1.4294, 0.62822, 0.0065926, 0.029704, 0
17, Cont, 2020.5477, 0.15788, 0, 1.1293, 1.9125, 0, 0, -0.088353, 0.040251, 0
17, Thresh, 2030.0826, 4.8229, 0, 0, 4.6204, 1.437, 0.03582, -0.057359, 0.093448, 0
17, Hybrid, 2023.1612, 3.9813, 0, 0.21676, 3.4835, 1.397, 0.045792, -0.058739, 0.19234, 0
18, Cont, 2051.2393, 1.188, 0, 0.1486, 1.4051, 0, 0, 0.11285, 0.53363, 0
18, Thresh, 1832.109, 2.8644, 0, 0, 2.9691, 1.4513, 0.6484, 0.10354, 0.048384, 0
18, Hybrid, 1839.2511, 2.8781, 0, 0.057515, 2.973, 1.462, 0.65282, 0.036209, 0.18558, 0
19, Cont, 1625.9147, 0.53794, 0, 0.77027, 1.004, 0, 0, -0.051633, 0.03378, 0
19, Thresh, 1545.1923, 4.2433, 0, 0, 2.701, 0.89621, 0.19927, -0.05166, 0.010248, 0
19, Hybrid, 1551.3454, 4.2473, 0, 7.2428e-05, 2.7021, 0.89611, 0.19909, -0.051659, 0.0054151, 0
20, Cont, 1607.8729, 0.52916, 0, 0.4813, 0.89073, 0, 0, -0.085542, 0.0081573, 0
20, Thresh, 1560.1495, 2.352, 0, 0, 1.8491, 0.79773, 0.18995, -0.084972, 0.015519, 0
20, Hybrid, 1581.9316, 2.3903, 0, 0.26144, 1.8599, 0.79872, 0.19354, -0.10224, 0.056452, 0
